concept_id,concept_en,gloss_en,source,centrality_score
i115506,insecticide,a chemical used to kill insects,OMW (oewn:2024 via wn),12
i115752,plant fiber,fiber derived from plants,OMW (oewn:2024 via wn),12
i116588,writing paper,paper material made into thin sheets that are sized to take ink; used for writing correspondence and manuscripts,OMW (oewn:2024 via wn),12
i117477,end,the point in time at which something ends,OMW (oewn:2024 via wn),12
oewn-92424028-n,weight class,(combat sports) a division of competition used to match competitors against others of their own size.,OMW (oewn:2024 via wn),12
oewn-92463112-n,indole,"a white or yellowish crystalline heterocyclic compound extracted from coal tar and used in perfumery, medicine, and as a flavouring agent.",OMW (oewn:2024 via wn),12
i35634,departure,the act of departing,OMW (oewn:2024 via wn),11
i35801,blunder,an embarrassing mistake,OMW (oewn:2024 via wn),11
i36175,joining,the act of bringing two things into contact (especially for communication),OMW (oewn:2024 via wn),11
i36343,diagnostic procedure,a procedure followed in making a medical diagnosis,OMW (oewn:2024 via wn),11
i36736,wash,the work of cleansing (usually with soap and water),OMW (oewn:2024 via wn),11
i36882,locomotion,self-propelled movement,OMW (oewn:2024 via wn),11
i36890,walk,the act of walking somewhere,OMW (oewn:2024 via wn),11
i36898,gait,a person's manner of walking,OMW (oewn:2024 via wn),11
i37071,transportation,the act of moving something from one location to another,OMW (oewn:2024 via wn),11
i37573,custom,accepted or habitual practice,OMW (oewn:2024 via wn),11
i37672,sport,the occupation of athletes who compete for pay,OMW (oewn:2024 via wn),11
i37721,water sport,sports that involve bodies of water,OMW (oewn:2024 via wn),11
i37777,riding,the sport of sitting on the back of a horse while controlling its movements,OMW (oewn:2024 via wn),11
i37878,rugby,a form of football played with an oval ball,OMW (oewn:2024 via wn),11
i37979,poker,any of various card games in which players bet that they hold the highest-ranking hand,OMW (oewn:2024 via wn),11
i38213,folk dancing,a style of dancing that originated among ordinary people (not in the royal courts),OMW (oewn:2024 via wn),11
i38399,golf stroke,the act of swinging a golf club at a golf ball and (usually) hitting it,OMW (oewn:2024 via wn),11
i38626,masonry,the craft of a mason,OMW (oewn:2024 via wn),11
i38687,labor,productive work (especially physical work done for wages),OMW (oewn:2024 via wn),11
i38962,eye operation,any surgical procedure involving the eyes,OMW (oewn:2024 via wn),11
i39064,plastic surgery,surgery concerned with therapeutic or cosmetic reformation of tissue,OMW (oewn:2024 via wn),11
i39351,transgression,the act of transgressing; the violation of a law or a duty or moral principle,OMW (oewn:2024 via wn),11
i39509,larceny,the act of taking something from someone unlawfully,OMW (oewn:2024 via wn),11
i39567,test,the act of testing something,OMW (oewn:2024 via wn),11
i40416,battle,a hostile meeting of opposing military forces in the course of a war,OMW (oewn:2024 via wn),11
i40418,defense,(military) military action or resources protecting a country against potential enemies,OMW (oewn:2024 via wn),11
i40714,collection,the act of gathering something together,OMW (oewn:2024 via wn),11
i40787,religious ceremony,a ceremony having religious meaning,OMW (oewn:2024 via wn),11
i41539,fencing,the art or sport of fighting with swords (especially the use of foils or epees or sabres to score points under a set of rules),OMW (oewn:2024 via wn),11
i41656,trial,(law) the determination of a person's innocence or guilt by due process of law,OMW (oewn:2024 via wn),11
i41688,cooperation,joint operation or action,OMW (oewn:2024 via wn),11
i41836,assembly,the social act of assembling,OMW (oewn:2024 via wn),11
i58585,sculpture,a three-dimensional work of plastic art,OMW (oewn:2024 via wn),11
i60313,tobacco,leaves of the tobacco plant dried and prepared for smoking or ingestion,OMW (oewn:2024 via wn),11
i61519,sociability,the relative tendency or disposition to be sociable or associate with one's fellows,OMW (oewn:2024 via wn),11
i61982,difference,the quality of being unlike or dissimilar,OMW (oewn:2024 via wn),11
i62005,certainty,something that is certain,OMW (oewn:2024 via wn),11
i62066,regularity,the quality of being characterized by a fixed principle or rate,OMW (oewn:2024 via wn),11
i62337,incomprehensibility,the quality of being incomprehensible,OMW (oewn:2024 via wn),11
i62459,morality,concern with the distinction between good and evil or right and wrong; right or good conduct,OMW (oewn:2024 via wn),11
i62536,resoluteness,the trait of being resolute,OMW (oewn:2024 via wn),11
i62729,propriety,correct or appropriate behavior,OMW (oewn:2024 via wn),11
i62804,courtesy,a courteous manner,OMW (oewn:2024 via wn),11
i62886,manner,how something is done or how it happens,OMW (oewn:2024 via wn),11
i63098,blue,blue color or pigment; resembling the color of the clear sky in the daytime,OMW (oewn:2024 via wn),11
i63237,taste property,a property appreciated via the sense of taste,OMW (oewn:2024 via wn),11
i63270,bodily property,an attribute of the body,OMW (oewn:2024 via wn),11
i63667,placement,the spatial property of the way in which something is placed,OMW (oewn:2024 via wn),11
i63839,amount,the relative magnitude of something with reference to a criterion,OMW (oewn:2024 via wn),11
i63922,scope,an area in which something acts or operates or has power or control:,OMW (oewn:2024 via wn),11
i64107,disadvantage,the quality of having an inferior or less favorable position,OMW (oewn:2024 via wn),11
i64310,capability,the quality of being capable — physically or intellectually or legally,OMW (oewn:2024 via wn),11
i65667,nerve fiber,a threadlike extension of a nerve cell,OMW (oewn:2024 via wn),11
i66665,method,"a way of doing something, especially a systematic way; implies an orderly logical arrangement (usually in steps)",OMW (oewn:2024 via wn),11
i66963,music,(music) the sounds produced by singers or musical instruments (or reproductions of such sounds),OMW (oewn:2024 via wn),11
i67133,learning,the cognitive process of acquiring skill or knowledge,OMW (oewn:2024 via wn),11
i67243,divination,the art or gift of prophecy (or the pretense of prophecy) by supernatural means,OMW (oewn:2024 via wn),11
i67304,decision making,the cognitive process of reaching a decision,OMW (oewn:2024 via wn),11
i67570,architectural style,architecture as a kind of art form,OMW (oewn:2024 via wn),11
i68342,pure mathematics,the branches of mathematics that study and develop the principles of mathematics for their own sake rather than for their immediate usefulness,OMW (oewn:2024 via wn),11
i68493,life science,any of the branches of natural science dealing with the structure and behavior of living organisms,OMW (oewn:2024 via wn),11
i68981,rhetoric,study of the technique and rules for using language effectively (especially in public speaking),OMW (oewn:2024 via wn),11
i68999,phonetics,the branch of acoustics concerned with speech processes including its production and perception and acoustic analysis,OMW (oewn:2024 via wn),11
i69613,syllable,a unit of spoken language larger than a phoneme,OMW (oewn:2024 via wn),11
i69690,noun,"a content word that can be used to refer to a person, place, thing, quality, or action",OMW (oewn:2024 via wn),11
i69901,writing,letters or symbols that are written or imprinted on a surface to represent the sounds or words of a language,OMW (oewn:2024 via wn),11
i69927,matter,written works (especially in books or magazines),OMW (oewn:2024 via wn),11
i70038,verse,a line of metrical text,OMW (oewn:2024 via wn),11
i70385,prayer,a fixed text used in praying,OMW (oewn:2024 via wn),11
i70607,alphabet,a character set that includes letters and is used to write a language,OMW (oewn:2024 via wn),11
i70833,decree,a legally binding command or decision entered on the court record (as if issued by a court or judge),OMW (oewn:2024 via wn),11
i71048,routine,"a set sequence of steps, part of larger computer program",OMW (oewn:2024 via wn),11
i71887,evidence,(law) all the means by which any alleged matter of fact whose truth is investigated at judicial trial is established or disproved,OMW (oewn:2024 via wn),11
i72073,written agreement,a legal document summarizing the agreement between parties,OMW (oewn:2024 via wn),11
i72108,joke,a humorous anecdote or remark intended to provoke laughter,OMW (oewn:2024 via wn),11
i72322,mark,a written or printed symbol (as for punctuation),OMW (oewn:2024 via wn),11
i72636,facial expression,a gesture executed with the facial muscles,OMW (oewn:2024 via wn),11
i73443,chart,a visual display of information,OMW (oewn:2024 via wn),11
i73630,hymn,a song of praise (to God or to a saint or to a nation),OMW (oewn:2024 via wn),11
i73835,formulation,the style of expressing yourself,OMW (oewn:2024 via wn),11
i73962,repetition,the repeated use of the same word or word pattern as a rhetorical device,OMW (oewn:2024 via wn),11
i74027,phone,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language,OMW (oewn:2024 via wn),11
i74142,articulation,the aspect of pronunciation that involves bringing articulatory organs together so as to shape the sounds of speech,OMW (oewn:2024 via wn),11
i74359,agreement,the verbal act of agreeing,OMW (oewn:2024 via wn),11
i74624,warning,a message informing of danger,OMW (oewn:2024 via wn),11
i74765,ad,a public promotion of some product or service,OMW (oewn:2024 via wn),11
i74827,standard,a basis for comparison; a reference point against which other things can be evaluated,OMW (oewn:2024 via wn),11
i75366,transformation,a qualitative change,OMW (oewn:2024 via wn),11
i76293,anxiety,a vague unpleasant emotion that is experienced in anticipation of some (usually ill-defined) misfortune,OMW (oewn:2024 via wn),11
i78812,whiskey,a liquor made from fermented mash of grain,OMW (oewn:2024 via wn),11
i79158,pile,a collection of objects laid on top of each other,OMW (oewn:2024 via wn),11
